Activity Period,Activity Period Start Date,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count,data_as_of,data_loaded_at
201211,2012/11/01,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,7185,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201211,2012/11/01,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,7960,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201211,2012/11/01,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,13923,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201211,2012/11/01,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,15108,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201211,2012/11/01,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 1,B,91557,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201211,2012/11/01,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 1,B,89040,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201211,2012/11/01,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,23765,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201211,2012/11/01,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,23677,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201211,2012/11/01,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,43068,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201211,2012/11/01,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,44528,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201211,2012/11/01,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,International,G,1322,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201211,2012/11/01,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 1,B,1165,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201211,2012/11/01,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 1,B,2534,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201211,2012/11/01,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,7850,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201211,2012/11/01,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,7313,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201211,2012/11/01,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,131385,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201211,2012/11/01,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,130622,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201211,2012/11/01,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,411,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201211,2012/11/01,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,International,A,3893,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201211,2012/11/01,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,International,A,3789,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201211,2012/11/01,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Other,International,G,5521,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201211,2012/11/01,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,5044,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201211,2012/11/01,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Other,International,A,4613,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201211,2012/11/01,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Other,International,A,5474,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201211,2012/11/01,US Airways,US,US Airways,US,Domestic,US,Deplaned,Other,Terminal 1,B,66984,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201211,2012/11/01,US Airways,US,US Airways,US,Domestic,US,Enplaned,Other,Terminal 1,B,66682,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201211,2012/11/01,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,214589,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201211,2012/11/01,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,216903,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201211,2012/11/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,International,G,34639,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201211,2012/11/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,International,G,42092,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201211,2012/11/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,E,14011,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201211,2012/11/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,E,14175,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201211,2012/11/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,64,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201211,2012/11/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,266214,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201211,2012/11/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,269318,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201211,2012/11/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,3018,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201211,2012/11/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Other,International,G,62124,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201211,2012/11/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Other,International,G,58880,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201211,2012/11/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Other,International,G,8578,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201211,2012/11/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Other,International,G,7909,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201211,2012/11/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,8931,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201211,2012/11/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,8832,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201211,2012/11/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,39,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201211,2012/11/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,16231,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201211,2012/11/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,16599,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201211,2012/11/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Other,International,G,20403,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201211,2012/11/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Other,International,G,20797,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201211,2012/11/01,Virgin America,VX,Virgin America,VX,Domestic,US,Deplaned,Low Fare,Terminal 2,D,147428,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201211,2012/11/01,Virgin America,VX,Virgin America,VX,Domestic,US,Enplaned,Low Fare,Terminal 2,D,150457,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201211,2012/11/01,Virgin America,VX,Virgin America,VX,International,Mexico,Deplaned,Low Fare,International,A,4262,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201211,2012/11/01,Virgin America,VX,Virgin America,VX,International,Mexico,Enplaned,Low Fare,Terminal 2,D,5375,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201211,2012/11/01,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,7902,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201211,2012/11/01,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,9471,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201211,2012/11/01,World Airways,WO,World Airways,WO,Domestic,US,Enplaned,Other,International,A,271,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,3070,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,4163,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,A,10552,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,A,10148,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,7642,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,G,7348,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,7118,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,7467,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,8180,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,8525,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,10165,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,9467,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,Terminal 1,B,9397,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,Terminal 1,B,9655,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,1918,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,5789,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,32937,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,29537,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,5521,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,215,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,Terminal 1,B,6350,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,"All Nippon Company Airways, Ltd.",NH,"All Nippon Company Airways, Ltd.",NH,International,Asia,Deplaned,Other,International,G,6870,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,"All Nippon Company Airways, Ltd.",NH,"All Nippon Company Airways, Ltd.",NH,International,Asia,Enplaned,Other,International,G,7117,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,118746,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,121352,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,7795,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,7904,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,12962,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,13220,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,17936,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,19318,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,9162,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,10269,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,100403,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,99972,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Deplaned,Other,International,A,4469,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Enplaned,Other,International,A,4482,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,13130,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,14110,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Other,International,A,9968,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Other,International,A,10548,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,15836,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,16137,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,International,A,8002,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,International,A,8496,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,5538,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,5882,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,5695,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,5976,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,41541,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,44155,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,5937,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,5914,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,6258,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,6712,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,LAN Peru,LP,LAN Peru,LP,International,South America,Deplaned,Other,International,A,2336,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,LAN Peru,LP,LAN Peru,LP,International,South America,Enplaned,Other,International,A,2473,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,17116,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,17092,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,7241,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,10351,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,Servisair,,Servisair,,Domestic,US,Deplaned,Low Fare,International,A,57,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,Servisair,,Servisair,,Domestic,US,Enplaned,Low Fare,International,A,57,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,15176,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,16721,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 1,B,92805,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 1,B,92359,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,18873,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,20372,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,45990,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,47524,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,International,G,1919,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 1,B,638,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 1,B,2674,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,8045,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,7452,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,125538,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,130020,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,444,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,International,A,4461,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,International,A,4646,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Other,International,G,5467,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,5429,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Other,International,A,5618,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Other,International,A,7142,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,US Airways,US,US Airways,US,Domestic,US,Deplaned,Other,Terminal 1,B,64984,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,US Airways,US,US Airways,US,Domestic,US,Enplaned,Other,Terminal 1,B,65706,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,217757,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,228472,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,International,G,28914,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,International,G,31345,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,255511,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
201212,2012/12/01,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,261365,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
